worker,ep,total_ep,rank,score,surv,eps,step,buf,reason,elapsed_s
0,417,500,2,293.2,282,0.05,218268,10000,last_standing,290.4
0,418,500,2,357.6,276,0.05,218546,10000,last_standing,290.7
0,419,500,3,400.4,304,0.05,218852,10000,max_ticks,292.8
0,420,500,2,337.0,270,0.05,219124,10000,last_standing,293.0
0,421,500,2,258.2,232,0.05,219358,10000,last_standing,293.3
0,422,500,3,109.1,141,0.05,219501,10000,last_standing,293.5
0,423,500,3,230.6,206,0.05,219709,10000,last_standing,293.7
0,424,500,2,1115.0,400,0.05,220110,10000,max_ticks,295.9
0,425,500,2,305.2,252,0.05,220364,10000,last_standing,296.2
0,426,500,4,250.5,255,0.05,220621,10000,last_standing,296.5
0,427,500,3,139.2,192,0.05,220815,10000,last_standing,296.8
0,428,500,2,522.9,379,0.05,221196,10000,last_standing,297.1
0,429,500,4,195.7,207,0.05,221405,10000,max_ticks,299.2
0,430,500,2,536.9,369,0.05,221776,10000,last_standing,299.6
0,431,500,3,477.4,324,0.05,222102,10000,last_standing,299.9
0,432,500,1,760.0,400,0.05,222503,10000,max_ticks,300.3
0,433,500,3,168.1,181,0.05,222686,10000,last_standing,300.6
0,434,500,2,131.3,163,0.05,222851,10000,last_standing,302.5
0,435,500,3,201.1,211,0.05,223064,10000,max_ticks,302.8
0,436,500,2,323.0,280,0.05,223346,10000,last_standing,303.1
0,437,500,3,347.3,273,0.05,223621,10000,last_standing,303.4
0,438,500,2,315.1,251,0.05,223874,10000,last_standing,303.6
0,439,500,3,366.6,316,0.05,224192,10000,max_ticks,305.7
0,440,500,1,980.0,400,0.05,224593,10000,max_ticks,306.1
0,441,500,3,539.3,343,0.05,224938,10000,last_standing,306.5
0,442,500,2,689.6,396,0.05,225336,10000,last_standing,306.9
0,443,500,1,804.1,341,0.05,225678,10000,last_standing,307.2
0,444,500,4,262.2,272,0.05,225952,10000,last_standing,309.3
0,445,500,4,132.6,176,0.05,226130,10000,max_ticks,309.5
0,446,500,4,118.3,183,0.05,226315,10000,max_ticks,309.8
0,447,500,2,454.4,344,0.05,226661,10000,last_standing,310.1
0,448,500,2,645.0,400,0.05,227062,10000,max_ticks,310.5
0,449,500,2,243.5,235,0.05,227299,10000,last_standing,311.7
0,450,500,1,685.1,301,0.05,227601,10000,last_standing,312.0
0,451,500,1,1305.0,400,0.05,228002,10000,max_ticks,312.4
0,452,500,2,274.4,244,0.05,228248,10000,last_standing,312.6
0,453,500,5,80.4,154,0.05,228404,10000,last_standing,312.8
0,454,500,3,233.6,236,0.05,228642,10000,last_standing,314.8
0,455,500,2,431.0,310,0.05,228954,10000,last_standing,315.2
0,456,500,3,297.6,276,0.05,229232,10000,last_standing,315.5
0,457,500,3,182.2,122,0.05,229356,10000,max_ticks,315.7
0,458,500,3,249.5,245,0.05,229603,10000,max_ticks,316.0
0,459,500,2,895.0,400,0.05,230004,10000,max_ticks,318.1
0,460,500,2,337.5,125,0.05,230131,10000,last_standing,318.3
0,461,500,4,63.2,32,0.05,230165,10000,max_ticks,318.5
0,462,500,2,358.2,282,0.05,230449,10000,last_standing,318.8
0,463,500,1,654.5,245,0.05,230695,10000,last_standing,319.1
0,464,500,2,262.5,225,0.05,230922,10000,last_standing,321.1
0,465,500,2,331.7,267,0.05,231191,10000,last_standing,321.4
0,466,500,2,353.8,288,0.05,231481,10000,last_standing,321.7
0,467,500,4,109.1,141,0.05,231624,10000,last_standing,321.9
0,468,500,4,107.0,170,0.05,231796,10000,last_standing,322.1
0,469,500,2,211.1,211,0.05,232009,10000,last_standing,324.1
0,470,500,2,199.0,190,0.05,232201,10000,last_standing,324.4
0,471,500,2,466.8,368,0.05,232571,10000,last_standing,324.7
0,472,500,1,765.0,400,0.05,232972,10000,max_ticks,325.1
0,473,500,3,206.3,213,0.05,233187,10000,max_ticks,325.4
0,474,500,2,509.4,344,0.05,233533,10000,last_standing,326.6
0,475,500,3,202.7,77,0.05,233612,10000,max_ticks,326.8
0,476,500,2,315.1,251,0.05,233865,10000,last_standing,327.1
0,477,500,1,865.0,400,0.05,234266,10000,max_ticks,327.5
0,478,500,2,730.0,400,0.05,234667,10000,max_ticks,327.9
0,479,500,3,298.9,289,0.05,234958,10000,max_ticks,330.0
0,480,500,1,1305.0,400,0.05,235359,10000,max_ticks,330.5
0,481,500,3,123.4,184,0.05,235545,10000,last_standing,330.7
0,482,500,2,369.5,295,0.05,235842,10000,last_standing,331.0
0,483,500,3,112.4,174,0.05,236018,10000,last_standing,331.2
0,484,500,3,223.4,234,0.05,236254,10000,max_ticks,333.2
0,485,500,3,117.1,171,0.05,236427,10000,last_standing,333.4
0,486,500,3,270.4,254,0.05,236683,10000,max_ticks,333.7
0,487,500,3,270.0,250,0.05,236935,10000,last_standing,334.0
0,488,500,3,211.6,216,0.05,237153,10000,last_standing,334.3
0,489,500,2,543.9,389,0.05,237544,10000,last_standing,335.6
0,490,500,2,518.2,382,0.05,237928,10000,last_standing,335.9
0,491,500,4,197.3,223,0.05,238153,10000,max_ticks,336.3
0,492,500,3,158.8,188,0.05,238343,10000,last_standing,336.5
0,493,500,2,210.6,206,0.05,238551,10000,last_standing,336.7
0,494,500,1,701.4,314,0.05,238866,10000,last_standing,338.7
0,495,500,2,248.2,232,0.05,239100,10000,last_standing,339.0
0,496,500,1,757.3,373,0.05,239475,10000,last_standing,339.3
0,497,500,1,580.4,304,0.05,239780,10000,last_standing,339.7
0,498,500,2,228.8,238,0.05,240020,10000,last_standing,339.9
0,499,500,3,121.3,163,0.05,240185,10000,last_standing,341.9
0,500,500,1,820.0,400,0.05,240586,10000,max_ticks,342.3
